corpus: preloaded/doaj_en
subcorpus: -
size: 10000
query: Query:[word="we"] []? [word="aimed|wanted"] [word="to"] [tag="VV"], Random sample:10000
PLoS ONE | <s> In light of this we aimed to locate and assess the quality of economic evaluations of place of birth and the different associated costs. </s> 
Forests | <s> Basically, we wanted to test the following two hypotheses: (i) omitting the windstorm damage in the growth simulations results in an overestimation of the carbon balance; and (ii) the longer the rotation length is, the larger this overestimation will be. </s> 
PLoS Pathogens | <s> Since germline ablated animals also have an enhanced resistance to pathogens in addition to enhanced longevity, we wanted to ascertain whether this enhanced resistance is a separable component from enhanced longevity. </s> 
Mediators of Inflammation | <s> Because of the apparent importance of vitamin D in immune development, we aimed to investigate the effect of maternal and/or cord vitamin D level on TLR-triggered cytokine response in neonates at time of birth and disease outcome in early childhood. </s> 
Sustainability | <s> This is the objective we have wanted to draw out of this article–by application of some basic indicators areas can be earmarked for future action. </s> 
PLoS ONE | <s> In selecting the distribution data sub-sets, we aimed to keep a maximum range of different climate categories in each zone, but also independence between zones with physical boundaries (Saharan desert, Red Sea and Adriatic Sea, cross-hatched areas in Figure 1). </s> 
PLoS ONE | <s> First, we wanted to examine the geographic scale over which genetic variation can take place. </s> 
PLoS ONE | <s> In this study, we aimed to determine if any link could be drawn between protective parenting 6 </s> 
PLoS ONE | <s> The reason for the current design of our study is that we wanted to study full life cycle of these long-lived clonally growing species and doing so in a reciprocal transplant experiment would be extremely difficult. </s> 
Acta Medica Iranica | <s> Finally, we aimed to determine correlations between the OBQ-44 subscales and the MOCI, STAI, BAI, and BDI-II, as well as to calculate descriptive statistics and item-total correlations of the OBQ-44 items in OCD, AC and CC groups. </s> 
PLoS ONE | <s> In addition, given the evidence that skipping breakfast is a predictor of overweight, we also wanted to investigate how familyrelated factors concerning breakfast consumption and children's breakfast consumption relate to children's BMI-z-score, and whether children's breakfast consumption influences the relation between the family-related factors and children's BMI-z-score. </s> 
PLoS ONE | <s> The aim of the present study was twofold: First, we aimed to validate the applicability of two different mood induction procedures in MDD patients. </s> 
PLoS ONE | <s> Second, we aimed to assess emotional reactivity during mood induction multidimensionally in three response systems particularly defining emotional reactivity [21],[3]: (1) experiential/subjective, (2) behavioral/expressive and (3) peripheral physiological responses, namely skin conductance measures. </s> 
Journal of Nanoscience | <s> However, we wanted to see whether the estimated parameters, even though not accurate, correlates to some other calculated value or shows a consistent trend with a change in material properties with a change in process parameters. </s> 
PLoS ONE | <s> Ideally, we wanted to find a gene-poor region of the genome to target our construct. </s> 
PLoS ONE | <s> Therefore, in this study, we aimed to explore the prevalence of somatic mutations in KCNJ5, ATP1A1, ATP2B3, and CACNA1AD in Korean patients with sporadic APA and to evaluate the clinical and biochemical characteristics associated with these mutations. </s> 
PLoS ONE | <s> Secondly, we aimed to evaluate the association between VO2peak and a panel of relevant pulmonary function measures, as well as self-reported physical limitations and weekly physical activity. </s> 
ZooKeys | <s> " We included P. tokudae in these comparisons because no study has yet explored the consistency of differences between P. tokudae and P. pelagicus, and because, as noted above, the largest available sample of Pteropus specimens supposedly originating from Chuuk State was seized in Guam, such that we wanted to evaluate whether these specimens showed closer craniometric relationship with P. p. insularis of Chuuk Lagoon, or with P. tokudae of Guam. </s> 
Drug, Healthcare and Patient Safety | <s> It has also been suggested that angiotensin II type 1 receptor blockers (ARB) would affect sexual function less than other antihypertensive treatment.2,7 Some data even suggest that sexual function and ED may improve during treatment with ARB.8–10 In view of the fact that studies are lacking, limited information is available from daily clinical practice, and ARBs may differ in this respect from other antihypertensive drugs, we wanted to study spontaneous reports of ED for different groups of antihypertensive drugs. </s> 
Drug, Healthcare and Patient Safety | <s> In addition, we wanted to characterize cases of ED in terms of risk factors. </s> 
Biogeosciences Discussions | <s> As we wanted to compare different soil samples with unknown saturation behavior, we adapted the experimental conditions to lower amounts of soil, i.e. 80 g. </s> 
International Journal of Environmental Research and Public Health | <s> Using a unique combination of national registries believed to cover the source population of Danish seafarers and fishermen, we aimed to make a systematic overview of all disease groups by job title and time period, with estimation of standardized hospital contact ratios (SHCRs) using national rates, and to rank the disease groups by SHCR size. </s> 
Profile Issues in Teachers' Professional Development | <s> Literature Review Since in this study we aimed to understand an issue that had unique and singular distinctions, we started by finding out about the cultural, social and political background of the student's community. </s> 
PLoS ONE | <s> We selected 'appropriate' providers as the dependent variable as they have undertaken formal training and are accredited to provide antibiotics and for that reason, we wanted to assess which factors are </s> 
Mediators of Inflammation | <s> Following our earlier own results and results from other groups [16, 17], we wanted to extend our knowledge about the participation of RAGE and its ligands in the systemic pro- and anti-inflammatory immune response after trauma. </s> 
PLoS ONE | <s> Ultimately, we wanted to assess typical behavior (in relation to the child's peers) in a group of children who have been exposed to unusual maternal behavior that would ordinarily predispose them to negative behavioral outcomes. </s> 
PLoS ONE | <s> Specifically, we wanted to investigate the </s> 
PLoS ONE | <s> For the interviews, we aimed to recruit a purposive sample of at least two doctors and one nurse for each of the 14 wards. </s> 
PLoS ONE | <s> We have extensively demonstrated that COPD-associated genes are documented to have an unusually high number of transcripts per loci, but we wanted to know whether these transcripts were used in the lung or liver tissue (where SERPINA1 is expressed and secreted) [65]. </s> 
